Player,Table Points,Player_Score,Rank,Simulation
Mikey,52,1457.0,6,354
John,47,1317.0,7,354
Mike,46,1416.0,8,354
Karl,42,1533.0,9,354
Dove,30,1406.0,10,354
Tim,61,1593.0,1,355
Sam,60,1546.0,2,355
John,58,1374.0,3,355
Nick,56,1468.0,4,355
Andy,55,1576.0,5,355
Mike,51,1397.0,6,355
Matt,50,1508.0,7,355
Dove,48,1521.0,8,355
Mikey,48,1442.0,9,355
Karl,44,1504.0,10,355
Matt,68,1623.0,1,356
Andy,60,1638.0,2,356
Sam,60,1422.0,3,356
Mikey,59,1434.0,4,356
Mike,55,1474.0,5,356
Dove,53,1467.0,6,356
John,52,1316.0,7,356
Nick,46,1383.0,8,356
Tim,44,1538.0,9,356
Karl,36,1391.0,10,356
Andy,64,1680.0,1,357
Tim,63,1639.0,2,357
Matt,62,1660.0,3,357
Mike,62,1503.0,4,357
Sam,55,1474.0,5,357
Dove,51,1573.0,6,357
John,47,1309.0,7,357
Nick,46,1460.0,8,357
Karl,44,1481.0,9,357
Mikey,37,1463.0,10,357
Andy,72,1631.0,1,358
John,64,1451.0,2,358
Matt,62,1607.0,3,358
Mike,61,1449.0,4,358
Nick,58,1476.0,5,358
Sam,57,1468.0,6,358
Tim,50,1537.0,7,358
Dove,38,1402.0,8,358
Mikey,37,1410.0,9,358
Karl,34,1509.0,10,358
Mike,67,1502.0,1,359
Matt,60,1617.0,2,359
Tim,58,1614.0,3,359
Andy,58,1595.0,4,359
Dove,53,1546.0,5,359
Mikey,53,1418.0,6,359
Sam,49,1355.0,7,359
Nick,48,1509.0,8,359
John,46,1327.0,9,359
Karl,40,1450.0,10,359
Matt,66,1586.0,1,360
Sam,60,1536.0,2,360
Nick,60,1495.0,3,360
John,60,1383.0,4,360
Tim,59,1584.0,5,360
Andy,55,1564.0,6,360
Mike,53,1449.0,7,360
Karl,47,1495.0,8,360
Mikey,38,1367.0,9,360
Dove,33,1434.0,10,360
Andy,68,1654.0,1,361
Nick,63,1509.0,2,361
Sam,61,1503.0,3,361
Matt,56,1530.0,4,361
Tim,55,1506.0,5,361
Mike,54,1427.0,6,361
Mikey,52,1428.0,7,361
Dove,43,1448.0,8,361
John,41,1334.0,9,361
Karl,38,1412.0,10,361
Tim,67,1629.0,1,362
Andy,63,1639.0,2,362
Matt,59,1535.0,3,362
Nick,57,1436.0,4,362
Mikey,56,1459.0,5,362
Mike,50,1417.0,6,362
Sam,49,1362.0,7,362
Karl,44,1534.0,8,362
Dove,44,1473.0,9,362
John,44,1290.0,10,362
Matt,69,1604.0,1,363
Andy,67,1591.0,2,363
Sam,60,1494.0,3,363
Nick,57,1465.0,4,363
Mike,56,1448.0,5,363
Mikey,53,1455.0,6,363
John,47,1333.0,7,363
Tim,44,1539.0,8,363
Dove,44,1483.0,9,363
Karl,35,1362.0,10,363
Matt,65,1718.0,1,364
Tim,64,1593.0,2,364
Andy,57,1590.0,3,364
Sam,57,1528.0,4,364
Nick,56,1499.0,5,364
Mikey,56,1488.0,6,364
Karl,51,1571.0,7,364
Mike,46,1389.0,8,364
John,46,1231.0,9,364
Dove,35,1486.0,10,364
Matt,71,1653.0,1,365
Andy,61,1558.0,2,365
Mikey,61,1389.0,3,365
Nick,58,1476.0,4,365
Sam,57,1360.0,5,365
Tim,50,1512.0,6,365
Karl,49,1439.0,7,365
Mike,44,1441.0,8,365
John,41,1372.0,9,365
Dove,39,1456.0,10,365
Nick,64,1553.0,1,366
Andy,61,1593.0,2,366
John,55,1361.0,3,366
Matt,54,1500.0,4,366
Tim,53,1575.0,5,366
Sam,53,1439.0,6,366
Mike,52,1444.0,7,366
Mikey,50,1482.0,8,366
Karl,45,1485.0,9,366
Dove,43,1515.0,10,366
Andy,64,1683.0,1,367
Mikey,64,1495.0,2,367
Mike,61,1467.0,3,367
Nick,60,1466.0,4,367
Tim,58,1606.0,5,367
Sam,51,1461.0,6,367
Matt,47,1595.0,7,367
Dove,47,1551.0,8,367
John,47,1288.0,9,367
Karl,35,1453.0,10,367
Matt,71,1537.0,1,368
Andy,63,1602.0,2,368
Mike,59,1468.0,3,368
Sam,58,1397.0,4,368
Nick,55,1456.0,5,368
John,51,1294.0,6,368
Tim,50,1561.0,7,368
Dove,47,1465.0,8,368
Mikey,41,1331.0,9,368
Karl,36,1438.0,10,368
Sam,64,1507.0,1,369
Andy,61,1660.0,2,369
Nick,59,1552.0,3,369
Mike,59,1513.0,4,369
Mikey,55,1449.0,5,369
Matt,53,1559.0,6,369
Tim,51,1485.0,7,369
John,50,1380.0,8,369
Dove,41,1488.0,9,369
Karl,37,1518.0,10,369
Andy,67,1664.0,1,370
Sam,66,1427.0,2,370
Matt,63,1604.0,3,370
Tim,60,1539.0,4,370
Nick,60,1499.0,5,370
Mike,56,1398.0,6,370
Dove,47,1474.0,7,370
John,46,1401.0,8,370
Karl,38,1519.0,9,370
Mikey,29,1359.0,10,370
Mike,58,1486.0,1,371
Andy,57,1484.0,2,371
John,55,1402.0,3,371
Matt,54,1599.0,4,371
Nick,54,1463.0,5,371
Mikey,54,1440.0,6,371
Sam,54,1368.0,7,371
Karl,52,1487.0,8,371
Tim,49,1535.0,9,371
Dove,42,1512.0,10,371
Matt,69,1582.0,1,372
Andy,66,1604.0,2,372
Mike,64,1469.0,3,372
Nick,60,1434.0,4,372
Tim,56,1540.0,5,372
Mikey,49,1432.0,6,372
Sam,48,1368.0,7,372
John,44,1307.0,8,372
Dove,42,1485.0,9,372
Karl,35,1477.0,10,372
Mike,70,1499.0,1,373
Mikey,62,1495.0,2,373
Matt,59,1617.0,3,373
Nick,57,1488.0,4,373
Dove,53,1570.0,5,373
Tim,52,1603.0,6,373
Andy,49,1492.0,7,373
Sam,48,1421.0,8,373
John,43,1259.0,9,373
Karl,41,1468.0,10,373
Matt,66,1596.0,1,374
Nick,66,1458.0,2,374
Tim,65,1511.0,3,374
Andy,58,1537.0,4,374
Mikey,58,1458.0,5,374
Sam,54,1386.0,6,374
Mike,47,1418.0,7,374
Dove,41,1428.0,8,374
Karl,39,1501.0,9,374
John,37,1293.0,10,374
Matt,68,1646.0,1,375
Mikey,62,1348.0,2,375
Tim,61,1567.0,3,375
Sam,57,1463.0,4,375
Andy,55,1583.0,5,375
Nick,54,1439.0,6,375
John,52,1375.0,7,375
Dove,42,1467.0,8,375
Karl,41,1419.0,9,375
Mike,41,1335.0,10,375
Andy,65,1585.0,1,376
Matt,62,1538.0,2,376
Tim,61,1536.0,3,376
Mike,56,1519.0,4,376
Dove,54,1542.0,5,376
Mikey,53,1457.0,6,376
Sam,52,1439.0,7,376
Nick,50,1490.0,8,376
John,43,1306.0,9,376
Karl,35,1485.0,10,376
Matt,74,1567.0,1,377
Andy,60,1584.0,2,377
Dove,57,1544.0,3,377
Tim,52,1508.0,4,377
Mike,52,1463.0,5,377
John,52,1386.0,6,377
Sam,51,1391.0,7,377
Nick,48,1430.0,8,377
Mikey,46,1406.0,9,377
Karl,42,1413.0,10,377
Mikey,62,1484.0,1,378
Andy,61,1638.0,2,378
Matt,59,1557.0,3,378
Tim,55,1560.0,4,378
Nick,54,1541.0,5,378
John,53,1400.0,6,378
Sam,51,1473.0,7,378
Mike,51,1445.0,8,378
Dove,47,1500.0,9,378
Karl,38,1507.0,10,378
Matt,65,1608.0,1,379
Nick,64,1507.0,2,379
Tim,59,1553.0,3,379
Mike,59,1449.0,4,379
Mikey,59,1433.0,5,379
Andy,55,1535.0,6,379
Sam,54,1433.0,7,379
Dove,44,1418.0,8,379
Karl,38,1472.0,9,379
John,32,1261.0,10,379
Matt,63,1619.0,1,380
Sam,63,1425.0,2,380
Nick,62,1610.0,3,380
Andy,60,1471.0,4,380
Dove,56,1651.0,5,380
Tim,55,1585.0,6,380
Mikey,52,1490.0,7,380
Mike,46,1417.0,8,380
Karl,42,1465.0,9,380
John,34,1204.0,10,380
Tim,61,1544.0,1,381
Sam,60,1490.0,2,381
Matt,59,1564.0,3,381
Nick,58,1436.0,4,381
Andy,56,1578.0,5,381
Mike,52,1489.0,6,381
Dove,51,1554.0,7,381
Mikey,50,1394.0,8,381
John,46,1288.0,9,381
Karl,38,1492.0,10,381
Andy,63,1627.0,1,382
Matt,59,1545.0,2,382
Mikey,59,1451.0,3,382
John,56,1322.0,4,382
Tim,54,1501.0,5,382
Mike,52,1515.0,6,382
Nick,51,1465.0,7,382
Karl,50,1506.0,8,382
Sam,45,1335.0,9,382
Dove,44,1466.0,10,382
Mikey,64,1478.0,1,383
Mike,64,1423.0,2,383
Andy,60,1557.0,3,383
Nick,58,1495.0,4,383
Tim,52,1558.0,5,383
Matt,51,1543.0,6,383
Sam,49,1488.0,7,383
John,49,1356.0,8,383
Karl,44,1525.0,9,383
Dove,42,1533.0,10,383
Tim,64,1641.0,1,384
Matt,59,1604.0,2,384
Sam,58,1466.0,3,384
Mike,57,1424.0,4,384
Nick,55,1403.0,5,384
Andy,54,1594.0,6,384
John,52,1262.0,7,384
Karl,47,1514.0,8,384
Mikey,45,1362.0,9,384
Dove,39,1492.0,10,384
Matt,77,1646.0,1,385
Nick,66,1525.0,2,385
Tim,55,1610.0,3,385
Dove,53,1529.0,4,385
Mike,52,1398.0,5,385
Andy,49,1601.0,6,385
Karl,48,1495.0,7,385
Mikey,46,1435.0,8,385
Sam,45,1461.0,9,385
John,43,1279.0,10,385
Sam,63,1476.0,1,386
Tim,62,1485.0,2,386
Mikey,61,1451.0,3,386
Nick,60,1481.0,4,386
Andy,59,1594.0,5,386
Mike,58,1450.0,6,386
Dove,50,1506.0,7,386
Matt,47,1480.0,8,386
John,41,1438.0,9,386
Karl,30,1403.0,10,386
Sam,66,1467.0,1,387
Tim,65,1562.0,2,387
Matt,59,1613.0,3,387
Andy,57,1596.0,4,387
Karl,54,1502.0,5,387
John,52,1348.0,6,387
Mike,49,1348.0,7,387
Dove,47,1467.0,8,387
Nick,45,1462.0,9,387
Mikey,40,1394.0,10,387
Matt,62,1570.0,1,388
Sam,60,1482.0,2,388
Andy,59,1613.0,3,388
Mike,58,1456.0,4,388
Mikey,58,1436.0,5,388
Nick,51,1390.0,6,388
Dove,50,1518.0,7,388
Tim,50,1495.0,8,388
Karl,44,1529.0,9,388
John,41,1188.0,10,388
Matt,62,1592.0,1,389
Tim,61,1517.0,2,389
Karl,57,1603.0,3,389
Andy,54,1543.0,4,389
Mikey,52,1488.0,5,389
John,52,1346.0,6,389
Nick,51,1430.0,7,389
Sam,51,1406.0,8,389
Mike,50,1381.0,9,389
Dove,44,1531.0,10,389
Mike,65,1467.0,1,390
Matt,62,1589.0,2,390
Tim,59,1570.0,3,390
John,58,1415.0,4,390
Andy,54,1576.0,5,390
Dove,53,1642.0,6,390
Nick,52,1401.0,7,390
Mikey,51,1447.0,8,390
Sam,46,1337.0,9,390
Karl,31,1469.0,10,390
Matt,71,1713.0,1,391
Tim,62,1637.0,2,391
Sam,60,1459.0,3,391
Andy,55,1522.0,4,391
Nick,51,1443.0,5,391
Dove,50,1506.0,6,391
Mikey,49,1412.0,7,391
John,49,1348.0,8,391
Mike,49,1345.0,9,391
Karl,38,1435.0,10,391
Tim,62,1648.0,1,392
Sam,59,1498.0,2,392
Matt,56,1620.0,3,392
Mikey,55,1399.0,4,392
Andy,52,1564.0,5,392
Mike,52,1424.0,6,392
John,52,1311.0,7,392
Nick,51,1479.0,8,392
Karl,50,1470.0,9,392
Dove,43,1445.0,10,392
Matt,62,1621.0,1,393
Tim,61,1594.0,2,393
Nick,61,1494.0,3,393
Andy,57,1549.0,4,393
Mikey,53,1397.0,5,393
Mike,52,1387.0,6,393
Dove,50,1562.0,7,393
John,50,1330.0,8,393
Sam,48,1461.0,9,393
Karl,39,1524.0,10,393
Andy,78,1718.0,1,394
Sam,60,1539.0,2,394
Nick,60,1480.0,3,394
Matt,56,1544.0,4,394
Tim,55,1527.0,5,394
Mikey,55,1445.0,6,394
Mike,52,1447.0,7,394
Dove,50,1540.0,8,394
John,43,1376.0,9,394
Karl,26,1446.0,10,394
Nick,67,1510.0,1,395
Tim,64,1576.0,2,395
Andy,60,1631.0,3,395
Matt,59,1627.0,4,395
Dove,59,1576.0,5,395
Sam,55,1463.0,6,395
Mike,49,1408.0,7,395
Mikey,46,1393.0,8,395
Karl,38,1472.0,9,395
John,37,1250.0,10,395
Tim,70,1677.0,1,396
Andy,69,1569.0,2,396
Matt,63,1575.0,3,396
Mike,59,1491.0,4,396
Karl,56,1534.0,5,396
Nick,54,1544.0,6,396
Mikey,46,1393.0,7,396
John,45,1305.0,8,396
Sam,41,1363.0,9,396
Dove,29,1437.0,10,396
Nick,67,1533.0,1,397
Mike,64,1488.0,2,397
John,61,1348.0,3,397
Andy,59,1504.0,4,397
Matt,58,1556.0,5,397
Sam,58,1475.0,6,397
Tim,48,1502.0,7,397
Mikey,46,1334.0,8,397
Dove,35,1435.0,9,397
Karl,35,1419.0,10,397
Tim,65,1605.0,1,398
Nick,63,1496.0,2,398
Matt,62,1595.0,3,398
Sam,60,1491.0,4,398
Andy,51,1570.0,5,398
Karl,51,1556.0,6,398
Mikey,49,1400.0,7,398
Dove,47,1499.0,8,398
Mike,43,1384.0,9,398
John,43,1249.0,10,398
Mikey,62,1475.0,1,399
Tim,59,1534.0,2,399
Mike,58,1426.0,3,399
Karl,56,1526.0,4,399
Nick,56,1444.0,5,399
Andy,54,1616.0,6,399
Matt,53,1524.0,7,399
John,51,1342.0,8,399
Sam,42,1348.0,9,399
Dove,41,1453.0,10,399
Mike,71,1596.0,1,400
Sam,66,1553.0,2,400
Nick,61,1491.0,3,400
Tim,55,1504.0,4,400
Matt,54,1565.0,5,400
Andy,51,1538.0,6,400
Mikey,50,1469.0,7,400
Karl,44,1503.0,8,400
John,43,1308.0,9,400
Dove,38,1453.0,10,400
Mike,73,1470.0,1,401
Andy,68,1620.0,2,401
Mikey,58,1438.0,3,401
Tim,56,1499.0,4,401
Matt,55,1583.0,5,401
Nick,55,1480.0,6,401
Sam,52,1475.0,7,401
John,43,1275.0,8,401
Karl,39,1460.0,9,401
Dove,29,1344.0,10,401
Nick,60,1507.0,1,402
Tim,59,1546.0,2,402
Mikey,59,1397.0,3,402
Andy,57,1563.0,4,402
Matt,56,1514.0,5,402
Karl,56,1497.0,6,402
Mike,54,1528.0,7,402
Dove,50,1553.0,8,402
Sam,43,1435.0,9,402
John,38,1220.0,10,402
Tim,68,1586.0,1,403
Sam,64,1446.0,2,403
Nick,62,1536.0,3,403
Andy,60,1514.0,4,403
Matt,53,1588.0,5,403
Karl,51,1524.0,6,403
Mike,47,1407.0,7,403
Dove,46,1501.0,8,403
John,41,1372.0,9,403
Mikey,37,1359.0,10,403
Sam,64,1476.0,1,404
Mike,56,1461.0,2,404
John,56,1308.0,3,404
Andy,55,1569.0,4,404
Nick,55,1463.0,5,404
Tim,52,1565.0,6,404
Matt,51,1561.0,7,404
Mikey,49,1422.0,8,404
Dove,48,1451.0,9,404
Karl,44,1505.0,10,404
Andy,67,1706.0,1,405
Mike,62,1475.0,2,405
Tim,61,1636.0,3,405
Mikey,58,1423.0,4,405
John,55,1400.0,5,405
Sam,51,1448.0,6,405
Matt,50,1606.0,7,405
Nick,48,1482.0,8,405
Dove,44,1515.0,9,405
Karl,38,1407.0,10,405
Mike,67,1478.0,1,406
Sam,63,1489.0,2,406
Andy,60,1669.0,3,406
Matt,59,1581.0,4,406
Dove,56,1505.0,5,406
Tim,53,1583.0,6,406
Nick,51,1517.0,7,406
Mikey,49,1380.0,8,406
John,44,1330.0,9,406
Karl,32,1453.0,10,406
Tim,63,1666.0,1,407
Matt,59,1559.0,2,407
Andy,58,1578.0,3,407
Sam,57,1476.0,4,407
Mike,55,1426.0,5,407
Karl,54,1515.0,6,407
Nick,51,1480.0,7,407
Mikey,50,1482.0,8,407
John,44,1340.0,9,407
Dove,41,1514.0,10,407
Sam,65,1606.0,1,408
Mike,62,1447.0,2,408
Andy,60,1593.0,3,408
Nick,60,1527.0,4,408
Karl,56,1546.0,5,408
Matt,56,1500.0,6,408
Tim,49,1496.0,7,408
Mikey,46,1412.0,8,408
John,44,1240.0,9,408
Dove,35,1444.0,10,408
Matt,64,1569.0,1,409
Tim,61,1568.0,2,409
Mikey,61,1394.0,3,409
Mike,58,1493.0,4,409
John,58,1331.0,5,409
Nick,55,1490.0,6,409
Andy,54,1552.0,7,409
Dove,44,1423.0,8,409
Sam,40,1387.0,9,409
Karl,38,1462.0,10,409
Matt,71,1576.0,1,410
Sam,63,1493.0,2,410
Nick,63,1438.0,3,410
Mike,62,1516.0,4,410
Andy,58,1584.0,5,410
Dove,50,1526.0,6,410
Mikey,47,1421.0,7,410
Tim,46,1516.0,8,410
John,40,1289.0,9,410
Karl,33,1450.0,10,410
Mikey,74,1564.0,1,411
Andy,67,1525.0,2,411
Sam,59,1409.0,3,411
Nick,55,1431.0,4,411
Matt,54,1545.0,5,411
Dove,53,1541.0,6,411
Tim,52,1543.0,7,411
John,46,1328.0,8,411
Mike,38,1377.0,9,411
Karl,33,1449.0,10,411
Nick,72,1516.0,1,412
Matt,71,1554.0,2,412
Sam,63,1471.0,3,412
Tim,61,1627.0,4,412
John,49,1253.0,5,412
Andy,48,1517.0,6,412
Dove,47,1462.0,7,412
Mikey,44,1384.0,8,412
Mike,43,1385.0,9,412
Karl,36,1458.0,10,412
Nick,63,1467.0,1,413
Matt,62,1623.0,2,413
Andy,61,1513.0,3,413
Dove,57,1563.0,4,413
Mikey,53,1455.0,5,413
Sam,52,1475.0,6,413
Tim,50,1549.0,7,413
Mike,49,1420.0,8,413
Karl,44,1528.0,9,413
John,40,1289.0,10,413
Mike,67,1513.0,1,414
Andy,64,1604.0,2,414
Nick,58,1435.0,3,414
Sam,57,1403.0,4,414
Matt,56,1608.0,5,414
Mikey,53,1487.0,6,414
Tim,52,1569.0,7,414
John,46,1300.0,8,414
Karl,42,1448.0,9,414
Dove,34,1446.0,10,414
Andy,67,1715.0,1,415
Tim,61,1576.0,2,415
Mikey,61,1463.0,3,415
Sam,59,1509.0,4,415
Matt,56,1612.0,5,415
John,52,1334.0,6,415
Nick,48,1512.0,7,415
Mike,46,1394.0,8,415
Dove,45,1527.0,9,415
Karl,36,1374.0,10,415
Tim,65,1585.0,1,416
Matt,63,1624.0,2,416
Sam,60,1532.0,3,416
Andy,54,1556.0,4,416
Mikey,52,1493.0,5,416
Dove,51,1537.0,6,416
Nick,51,1465.0,7,416
Karl,50,1496.0,8,416
Mike,47,1412.0,9,416
John,40,1268.0,10,416
Matt,68,1588.0,1,417
Tim,62,1566.0,2,417
Mike,58,1490.0,3,417
Dove,54,1529.0,4,417
Mikey,53,1442.0,5,417
Nick,52,1471.0,6,417
Andy,49,1493.0,7,417
John,49,1250.0,8,417
Karl,45,1470.0,9,417
Sam,42,1371.0,10,417
Andy,76,1647.0,1,418
Nick,69,1545.0,2,418
Mike,62,1524.0,3,418
Matt,60,1551.0,4,418
Tim,55,1507.0,5,418
Sam,54,1453.0,6,418
Mikey,52,1453.0,7,418
Dove,38,1475.0,8,418
Karl,33,1448.0,9,418
John,33,1212.0,10,418
Mike,64,1428.0,1,419
Andy,63,1606.0,2,419
Tim,61,1534.0,3,419
Sam,59,1479.0,4,419
Nick,57,1531.0,5,419
Dove,54,1557.0,6,419
Matt,53,1498.0,7,419
Mikey,53,1454.0,8,419
Karl,35,1426.0,9,419
John,34,1246.0,10,419
Andy,71,1628.0,1,420
Mike,61,1481.0,2,420
Tim,59,1597.0,3,420
Sam,58,1485.0,4,420
Matt,57,1513.0,5,420
Dove,55,1539.0,6,420
Mikey,49,1468.0,7,420
Nick,49,1462.0,8,420
John,40,1264.0,9,420
Karl,32,1435.0,10,420
Tim,63,1541.0,1,421
Sam,60,1511.0,2,421
Mike,59,1410.0,3,421
Matt,58,1569.0,4,421
Dove,56,1573.0,5,421
Nick,55,1411.0,6,421
Andy,49,1512.0,7,421
Mikey,46,1411.0,8,421
John,44,1259.0,9,421
Karl,39,1528.0,10,421
Sam,64,1474.0,1,422
Andy,63,1617.0,2,422
Matt,63,1554.0,3,422
Nick,59,1495.0,4,422
Tim,55,1538.0,5,422
Mike,55,1479.0,6,422
Dove,53,1546.0,7,422
Mikey,46,1337.0,8,422
Karl,41,1488.0,9,422
John,34,1300.0,10,422
Andy,66,1617.0,1,423
Matt,65,1638.0,2,423
Tim,65,1614.0,3,423
Nick,55,1501.0,4,423
Sam,54,1399.0,5,423
Mike,53,1433.0,6,423
Mikey,52,1429.0,7,423
John,52,1330.0,8,423
Karl,38,1483.0,9,423
Dove,33,1434.0,10,423
Tim,67,1564.0,1,424
Andy,60,1593.0,2,424
Sam,60,1481.0,3,424
Mike,58,1519.0,4,424
Matt,56,1580.0,5,424
Karl,56,1555.0,6,424
Nick,55,1415.0,7,424
Mikey,49,1461.0,8,424
John,40,1300.0,9,424
Dove,33,1470.0,10,424
Andy,63,1649.0,1,425
Sam,60,1521.0,2,425
Matt,59,1568.0,3,425
Tim,58,1544.0,4,425
Mike,53,1538.0,5,425
Mikey,53,1461.0,6,425
Nick,51,1460.0,7,425
Karl,47,1485.0,8,425
John,46,1308.0,9,425
Dove,44,1504.0,10,425
Matt,63,1594.0,1,426
Nick,62,1526.0,2,426
Mike,62,1522.0,3,426
Andy,59,1632.0,4,426
Sam,58,1406.0,5,426
Tim,51,1591.0,6,426
Mikey,48,1503.0,7,426
Dove,46,1512.0,8,426
Karl,44,1508.0,9,426
John,34,1244.0,10,426
Mike,65,1548.0,1,427
Tim,61,1568.0,2,427
Matt,56,1564.0,3,427
Mikey,56,1435.0,4,427
Andy,55,1579.0,5,427
Nick,54,1490.0,6,427
Sam,52,1468.0,7,427
Dove,49,1546.0,8,427
John,43,1341.0,9,427
Karl,40,1524.0,10,427
Nick,66,1566.0,1,428
Andy,61,1635.0,2,428
Sam,61,1508.0,3,428
Matt,59,1586.0,4,428
Tim,58,1560.0,5,428
Dove,53,1610.0,6,428
Mikey,51,1502.0,7,428
John,46,1386.0,8,428
Mike,45,1386.0,9,428
Karl,31,1419.0,10,428
Mike,70,1534.0,1,429
Sam,66,1483.0,2,429
Matt,59,1569.0,3,429
Andy,54,1556.0,4,429
Dove,53,1553.0,5,429
Tim,52,1590.0,6,429
Nick,49,1436.0,7,429
John,47,1364.0,8,429
Mikey,46,1437.0,9,429
Karl,37,1508.0,10,429
Matt,65,1547.0,1,430
Mike,56,1485.0,2,430
John,55,1369.0,3,430
Andy,54,1559.0,4,430
Sam,54,1470.0,5,430
Tim,53,1570.0,6,430
Nick,52,1430.0,7,430
Mikey,49,1480.0,8,430
Karl,48,1546.0,9,430
Dove,47,1501.0,10,430
Matt,65,1597.0,1,431
Andy,64,1598.0,2,431
Sam,63,1493.0,3,431
John,61,1387.0,4,431
Tim,53,1533.0,5,431
Mike,52,1453.0,6,431
Dove,47,1548.0,7,431
Mikey,47,1417.0,8,431
Nick,45,1414.0,9,431
Karl,36,1395.0,10,431
Matt,66,1593.0,1,432
Nick,63,1499.0,2,432
Tim,61,1618.0,3,432
Mike,61,1511.0,4,432
Andy,57,1531.0,5,432
Mikey,52,1438.0,6,432
Sam,51,1526.0,7,432
John,49,1313.0,8,432
Dove,42,1498.0,9,432
Karl,32,1422.0,10,432
Tim,68,1596.0,1,433
Mike,65,1563.0,2,433
Sam,61,1452.0,3,433
Nick,58,1530.0,4,433
John,55,1376.0,5,433
Matt,54,1597.0,6,433
Mikey,52,1422.0,7,433
Andy,47,1444.0,8,433
Dove,41,1439.0,9,433
Karl,30,1467.0,10,433
Tim,64,1541.0,1,434
Andy,63,1599.0,2,434
Matt,59,1570.0,3,434
Dove,57,1590.0,4,434
Sam,57,1436.0,5,434
Nick,54,1462.0,6,434
Mike,52,1469.0,7,434
Mikey,47,1442.0,8,434
Karl,45,1509.0,9,434
John,35,1264.0,10,434
Sam,70,1569.0,1,435
Matt,68,1575.0,2,435
Mike,59,1490.0,3,435
Andy,58,1549.0,4,435
Tim,58,1490.0,5,435
Nick,57,1474.0,6,435
John,47,1304.0,7,435
Mikey,40,1407.0,8,435
Karl,38,1467.0,9,435
Dove,38,1457.0,10,435
Nick,65,1491.0,1,436
Matt,62,1559.0,2,436
Sam,60,1414.0,3,436
Tim,56,1582.0,4,436
Mike,55,1412.0,5,436
Dove,54,1513.0,6,436
Mikey,50,1423.0,7,436
John,49,1399.0,8,436
Andy,44,1536.0,9,436
Karl,35,1423.0,10,436
Andy,67,1707.0,1,437
Tim,66,1634.0,2,437
John,58,1328.0,3,437
Matt,54,1479.0,4,437
Nick,53,1449.0,5,437
Mikey,52,1460.0,6,437
Sam,52,1424.0,7,437
Mike,46,1407.0,8,437
Karl,43,1465.0,9,437
Dove,38,1521.0,10,437
Mike,64,1460.0,1,438
Sam,60,1550.0,2,438
Andy,57,1595.0,3,438
Mikey,55,1441.0,4,438
Nick,54,1487.0,5,438
Matt,53,1522.0,6,438
Tim,50,1545.0,7,438
Dove,50,1527.0,8,438
John,50,1276.0,9,438
Karl,41,1485.0,10,438
Matt,66,1659.0,1,439
Tim,63,1533.0,2,439
Nick,58,1485.0,3,439
Mikey,58,1448.0,4,439
Andy,56,1528.0,5,439
Sam,54,1406.0,6,439
Dove,47,1517.0,7,439
Mike,46,1381.0,8,439
Karl,42,1431.0,9,439
John,41,1357.0,10,439
Sam,69,1434.0,1,440
Nick,66,1470.0,2,440
Matt,62,1640.0,3,440
Tim,61,1569.0,4,440
Mike,58,1475.0,5,440
Andy,51,1599.0,6,440
Mikey,49,1393.0,7,440
Karl,44,1529.0,8,440
John,43,1321.0,9,440
Dove,32,1381.0,10,440
Matt,67,1616.0,1,441
Sam,60,1459.0,2,441
Andy,57,1597.0,3,441
Dove,57,1531.0,4,441
Tim,55,1568.0,5,441
Mike,55,1477.0,6,441
Nick,51,1440.0,7,441
Mikey,47,1477.0,8,441
John,46,1305.0,9,441
Karl,38,1471.0,10,441
Sam,63,1454.0,1,442
Nick,60,1431.0,2,442
Matt,59,1594.0,3,442
Tim,58,1587.0,4,442
Mike,58,1471.0,5,442
John,55,1313.0,6,442
Mikey,52,1454.0,7,442
Andy,50,1499.0,8,442
Dove,41,1516.0,9,442
Karl,37,1469.0,10,442
Andy,66,1590.0,1,443
Sam,65,1452.0,2,443
Tim,64,1589.0,3,443
Matt,63,1641.0,4,443
Nick,52,1502.0,5,443
Mikey,52,1397.0,6,443
Mike,50,1437.0,7,443
John,45,1304.0,8,443
Karl,39,1509.0,9,443
Dove,35,1416.0,10,443
Matt,68,1610.0,1,444
Nick,63,1522.0,2,444
Tim,59,1606.0,3,444
Andy,58,1590.0,4,444
Mikey,53,1424.0,5,444
Sam,52,1401.0,6,444
Mike,52,1396.0,7,444
Dove,51,1526.0,8,444
Karl,42,1444.0,9,444
John,34,1198.0,10,444
Tim,64,1537.0,1,445
Nick,60,1496.0,2,445
Mike,60,1477.0,3,445
Matt,59,1525.0,4,445
Mikey,59,1397.0,5,445
Sam,58,1483.0,6,445
Andy,56,1508.0,7,445
Dove,40,1433.0,8,445
Karl,38,1400.0,9,445
John,36,1200.0,10,445
Tim,65,1606.0,1,446
Mike,64,1495.0,2,446
Andy,60,1621.0,3,446
Mikey,60,1411.0,4,446
Matt,59,1581.0,5,446
Nick,59,1416.0,6,446
Dove,47,1464.0,7,446
John,44,1367.0,8,446
Sam,39,1324.0,9,446
Karl,34,1427.0,10,446
Tim,64,1585.0,1,447
Sam,64,1507.0,2,447
Matt,63,1534.0,3,447
Andy,60,1560.0,4,447
Mikey,55,1503.0,5,447
Nick,54,1462.0,6,447
Dove,47,1533.0,7,447
Mike,47,1387.0,8,447
Karl,42,1488.0,9,447
John,37,1292.0,10,447
Sam,69,1464.0,1,448
Matt,65,1641.0,2,448
Mikey,63,1440.0,3,448
